2023-01-03,1006.53,1023.57,1023.67,1005.07,2490781,916641544.61,1.84,1.47,14.85,0.91
2023-01-04,1022.87,1031.42,1033.26,1019.21,2234828,933431937.26,1.37,0.77,7.85,0.82
2023-01-05,1031.60,1034.45,1034.45,1027.42,1517279,724631343.99,0.68,0.29,3.03,0.56
2023-01-06,1032.74,1024.87,1035.47,1021.88,1884270,785447451.78,1.31,-0.93,-9.58,0.69
2023-01-09,1028.45,1029.84,1035.07,1028.45,1488218,702188192.20,0.65,0.48,4.97,0.54
2023-01-10,1031.49,1039.76,1043.76,1020.39,2447091,1274857992.83,2.27,0.96,9.92,0.90
2023-01-11,1036.10,1028.86,1041.02,1026.99,2214488,1481941887.83,1.35,-1.05,-10.90,0.81
2023-01-12,1026.56,1034.06,1036.07,1026.56,2304328,1651378008.39,0.92,0.51,5.20,0.84
2023-01-13,1035.11,1040.76,1042.98,1034.36,1940335,1532484115.05,0.83,0.65,6.70,0.71
2023-01-16,1038.91,1054.11,1058.45,1038.74,2944802,1730630807.41,1.89,1.28,13.35,1.08
2023-01-17,1052.76,1043.82,1052.76,1041.42,1908511,1257698330.92,1.08,-0.98,-10.29,0.70
2023-01-18,1044.88,1042.71,1047.32,1040.77,2472951,952532406.27,0.63,-0.11,-1.11,0.91
2023-01-19,1040.61,1055.41,1056.91,1037.93,2611571,1406847770.06,1.82,1.22,12.70,0.96
2023-01-20,1055.14,1067.12,1068.05,1053.24,2675485,1384368892.30,1.40,1.11,11.71,0.98
2023-01-30,1078.44,1081.33,1087.07,1077.17,3553840,1673662880.11,0.93,1.33,14.21,1.30
2023-01-31,1077.28,1085.13,1087.00,1073.28,3475327,1389038876.00,1.27,0.35,3.80,1.27
2023-02-01,1086.92,1103.79,1104.34,1086.92,5451319,1836364349.56,1.61,1.72,18.66,2.00
2023-02-02,1103.29,1095.76,1103.97,1094.03,5504739,1837354047.18,0.90,-0.73,-8.03,2.01
2023-02-03,1095.63,1094.69,1096.81,1082.62,5189079,1562769073.55,1.29,-0.10,-1.07,1.90
2023-02-06,1091.51,1098.95,1100.77,1090.82,4200300,1533374126.96,0.91,0.39,4.26,1.54
2023-02-07,1099.08,1101.97,1102.54,1095.66,3431406,1226689917.82,0.63,0.27,3.02,1.26
2023-02-08,1101.60,1100.67,1105.58,1095.99,2616682,1227736352.62,0.87,-0.12,-1.30,0.96
2023-02-09,1100.25,1103.86,1105.51,1095.72,2615418,1183731217.58,0.89,0.29,3.19,0.96
2023-02-10,1102.80,1108.76,1111.22,1100.72,2369848,1176755790.20,0.95,0.44,4.90,0.87
2023-02-13,1110.47,1120.08,1120.30,1105.88,2242865,1206466575.83,1.30,1.02,11.32,0.82
2023-02-14,1121.20,1118.47,1124.24,1113.43,2144255,1217188975.79,0.97,-0.14,-1.61,0.78
2023-02-15,1120.03,1115.90,1121.66,1113.08,1956019,1110287642.99,0.77,-0.23,-2.57,0.72
2023-02-16,1116.58,1096.02,1122.50,1088.76,3660123,1498594419.86,3.02,-1.78,-19.88,1.34
2023-02-17,1096.05,1095.17,1105.81,1093.04,2167760,969597831.25,1.17,-0.08,-0.85,0.79
2023-02-20,1098.62,1112.41,1113.02,1092.30,2670725,1230373529.34,1.89,1.57,17.24,0.98
