2010-01-04,10.23,9.99,10.23,9.98,11743,25956144.00,2.48,-0.89,-0.09,1.31
2010-01-05,9.94,10.48,10.55,9.93,27255,61579993.00,6.21,4.90,0.49,3.04
2010-01-06,10.48,10.68,10.88,10.37,54847,127981148.00,4.87,1.91,0.20,6.11
2010-01-07,10.70,10.41,10.75,10.31,35476,81796005.00,4.12,-2.53,-0.27,3.95
2010-01-08,10.40,10.75,10.83,10.13,42791,99094607.00,6.72,3.27,0.34,4.77
2010-01-11,10.79,11.22,11.31,10.61,62790,150864951.00,6.51,4.37,0.47,7.00
2010-01-12,11.15,11.28,11.46,11.04,46464,114694923.00,3.74,0.53,0.06,5.18
2010-01-13,11.07,11.49,11.75,10.99,47453,118188346.00,6.74,1.86,0.21,5.29
2010-01-14,11.51,11.66,11.73,11.51,30411,77284286.00,1.91,1.48,0.17,3.39
2010-01-15,11.79,11.41,11.79,11.32,28688,71925744.00,4.03,-2.14,-0.25,3.20
2010-01-18,11.46,11.46,11.77,11.37,19510,49034252.00,3.51,0.44,0.05,2.18
2010-01-19,11.48,11.15,11.60,10.99,27266,67317272.00,5.32,-2.71,-0.31,3.04
2010-01-20,11.00,10.80,11.40,10.28,29965,71438447.00,10.04,-3.14,-0.35,3.34
2010-01-21,10.76,10.70,10.90,10.60,19529,45964126.00,2.78,-0.93,-0.10,2.18
2010-01-22,10.75,10.08,10.81,9.99,32299,72504380.00,7.66,-5.79,-0.62,3.60
2010-01-25,10.08,10.24,10.41,10.03,17971,40296035.00,3.77,1.59,0.16,2.00
2010-01-26,10.24,9.89,10.44,9.72,29950,65925732.00,7.03,-3.42,-0.35,3.34
2010-01-27,9.91,10.26,10.31,9.85,22955,51068849.00,4.65,3.74,0.37,2.56
2010-01-28,10.30,10.24,10.37,9.95,12601,28294748.00,4.09,-0.19,-0.02,1.40
2010-01-29,10.23,10.41,10.51,10.20,16437,37381678.00,3.03,1.66,0.17,1.83
2010-02-02,10.40,10.09,10.72,10.08,14029,32127071.00,6.15,-3.07,-0.32,1.56
2010-02-03,10.09,9.89,10.27,9.52,19185,41396874.00,7.43,-1.98,-0.20,2.14
2010-02-04,9.89,9.71,9.89,9.61,22535,48058242.00,2.83,-1.82,-0.18,2.51
2010-02-05,9.56,9.23,9.58,9.15,18608,38188045.00,4.43,-4.94,-0.48,2.07
2010-02-08,9.23,9.18,9.41,9.18,7646,15635216.00,2.49,-0.54,-0.05,0.85
2010-02-09,9.20,9.40,9.44,9.18,9891,20180242.00,2.83,2.40,0.22,1.10
2010-02-10,9.46,9.72,9.74,9.42,13366,28086153.00,3.40,3.40,0.32,1.49
2010-02-11,9.74,9.69,9.89,9.68,10812,23280604.00,2.16,-0.31,-0.03,1.21
2010-02-12,9.70,9.85,9.91,9.69,7268,15661868.00,2.27,1.65,0.16,0.81
2010-02-22,9.85,10.26,10.51,9.56,13306,29443597.00,9.64,4.16,0.41,1.48
2010-02-23,10.26,10.17,10.26,9.89,15165,33576451.00,3.61,-0.88,-0.09,1.69
2010-02-24,10.17,10.61,10.65,10.08,16429,37408261.00,5.60,4.33,0.44,1.83
2010-02-25,10.76,11.20,11.43,10.61,49096,119405060.00,7.73,5.56,0.59,5.47
2010-02-26,11.20,11.14,11.56,11.03,39630,98130250.00,4.73,-0.54,-0.06,4.42
2010-03-01,11.15,11.02,11.27,10.89,32524,78009992.00,3.41,-1.08,-0.12,3.63
2010-03-02,11.15,11.05,11.15,10.75,22906,54935867.00,3.63,0.27,0.03,2.55
2010-03-03,10.99,11.07,11.16,10.94,11080,26752514.00,1.99,0.18,0.02,1.24
2010-03-04,11.07,10.50,11.10,10.46,22457,52759890.00,5.78,-5.15,-0.57,2.50
2010-03-05,10.46,10.35,10.64,10.28,11661,26573271.00,3.43,-1.43,-0.15,1.30
2010-03-08,10.41,10.47,10.56,10.32,8425,19247540.00,2.32,1.16,0.12,0.94
2010-03-09,10.65,10.71,11.15,10.65,21535,51255318.00,4.78,2.29,0.24,2.40
2010-03-10,10.57,10.32,10.80,10.31,12357,28463723.00,4.58,-3.64,-0.39,1.38
2010-03-11,10.37,10.36,10.50,10.23,7884,17851359.00,2.62,0.39,0.04,0.88
2010-03-12,10.32,10.27,10.46,10.27,7415,16810378.00,1.83,-0.87,-0.09,0.83
2010-03-15,10.11,9.93,10.39,9.93,9946,21840259.00,4.48,-3.31,-0.34,1.11
2010-03-16,10.02,9.99,10.03,9.87,5365,11732240.00,1.61,0.60,0.06,0.60
2010-03-17,10.10,10.36,10.36,10.00,7001,15725740.00,3.60,3.70,0.37,0.78
2010-03-18,10.39,10.09,10.56,10.01,18357,41165695.00,5.31,-2.61,-0.27,2.05
2010-03-19,10.10,10.10,10.18,9.77,24436,53280129.00,4.06,0.10,0.01,2.72
2010-03-22,10.03,10.05,10.12,9.93,11877,26058212.00,1.88,-0.50,-0.05,1.32
2010-03-23,10.08,10.09,10.19,9.89,14414,31792132.00,2.99,0.40,0.04,1.61
2010-03-24,10.05,10.02,10.22,9.94,11716,25781787.00,2.78,-0.69,-0.07,1.31
2010-03-25,9.99,9.77,10.00,9.76,12127,26148235.00,2.40,-2.50,-0.25,1.35
2010-03-26,9.58,9.05,9.58,8.75,375938,743613386.00,8.50,-7.37,-0.72,15.06
2010-03-29,8.94,9.14,9.19,8.89,261765,525085171.00,3.31,0.99,0.09,10.48
2010-03-30,9.22,9.32,9.45,9.22,283479,582491272.00,2.52,1.97,0.18,11.35
2010-03-31,9.36,9.40,9.49,9.27,117656,243308545.00,2.36,0.86,0.08,4.71
2010-04-01,9.44,9.89,10.01,9.41,164923,354738929.00,6.38,5.21,0.49,6.60
2010-04-02,9.90,10.15,10.22,9.87,144583,317999499.00,3.54,2.63,0.26,5.79
2010-04-06,10.24,10.36,10.50,10.09,142990,322366669.00,4.04,2.07,0.21,5.73
2010-04-07,10.39,10.39,10.49,10.27,91929,209121118.00,2.12,0.29,0.03,3.68
2010-04-08,10.44,10.59,10.69,10.23,112641,258082306.00,4.43,1.92,0.20,4.51
2010-04-09,10.49,10.46,10.59,10.32,97427,222647615.00,2.55,-1.23,-0.13,3.90
2010-04-12,10.46,10.95,10.99,10.46,144371,339668362.00,5.07,4.68,0.49,5.78
2010-04-13,10.99,10.89,11.17,10.47,142571,337983473.00,6.39,-0.55,-0.06,5.71
2010-04-14,10.89,11.13,11.16,10.75,105645,253941835.00,3.76,2.20,0.24,4.23
2010-04-15,11.14,11.23,11.39,10.96,141824,346119628.00,3.86,0.90,0.10,5.68
2010-04-16,11.21,11.46,11.61,10.99,97754,242342324.00,5.52,2.05,0.23,3.91
2010-04-19,11.45,11.34,11.61,11.01,124681,307234606.00,5.24,-1.05,-0.12,4.99
2010-04-21,11.55,11.55,11.94,11.34,97638,247257387.00,5.29,1.85,0.21,3.91
2010-04-22,11.47,11.62,11.96,11.16,115777,292228087.00,6.93,0.61,0.07,4.64
2010-04-23,11.69,11.63,12.08,11.58,145061,373185687.00,4.30,0.09,0.01,5.81
2010-04-26,11.88,11.73,12.03,11.56,81488,209997668.00,4.04,0.86,0.10,3.26
2010-04-27,11.80,11.18,11.80,10.98,92891,227829917.00,6.99,-4.69,-0.55,3.72
