2023-01-03,622.83,643.99,646.32,622.76,1817144,1885860640.33,3.79,3.56,22.16,0.57
2023-01-04,644.26,647.84,649.08,642.88,1483901,1509016719.09,0.96,0.60,3.85,0.46
2023-01-05,648.64,649.64,651.07,645.28,1383478,1419751696.05,0.89,0.28,1.80,0.43
2023-01-06,648.67,644.01,653.31,642.54,1505593,1694756524.60,1.66,-0.87,-5.63,0.47
2023-01-09,644.69,640.12,646.53,638.45,1488763,1498155852.13,1.25,-0.60,-3.89,0.47
2023-01-10,639.00,632.06,639.90,630.82,1386309,1375601023.19,1.42,-1.26,-8.06,0.43
2023-01-11,633.13,626.19,635.11,625.21,1306249,1331734238.43,1.57,-0.93,-5.87,0.41
2023-01-12,629.64,626.72,635.25,625.22,1124893,1046907870.25,1.60,0.08,0.53,0.35
2023-01-13,627.72,632.43,641.45,624.59,1744648,1791771229.33,2.69,0.91,5.71,0.55
2023-01-16,634.90,648.69,649.70,634.90,2452680,2910052239.61,2.34,2.57,16.26,0.77
2023-01-17,646.46,653.29,654.58,644.00,1868707,2155708826.85,1.63,0.71,4.60,0.58
2023-01-18,652.17,655.50,660.59,650.14,1683794,1879221139.10,1.60,0.34,2.21,0.53
2023-01-19,659.85,667.05,667.54,654.67,2939119,2274894127.99,1.96,1.76,11.55,0.92
2023-01-20,665.12,665.20,669.74,662.13,2174804,1825323414.78,1.14,-0.28,-1.85,0.68
2023-01-30,671.98,677.42,681.89,669.69,3235793,2913814852.55,1.83,1.84,12.22,1.01
2023-01-31,674.06,685.89,686.63,672.56,2561700,2144089017.37,2.08,1.25,8.47,0.80
2023-02-01,685.15,697.70,698.26,684.62,2902048,2553890082.17,1.99,1.72,11.81,0.91
2023-02-02,699.93,689.73,699.93,689.13,2433286,2230482080.47,1.55,-1.14,-7.97,0.76
2023-02-03,689.46,693.17,694.15,682.18,2346438,2245930859.37,1.74,0.50,3.44,0.73
2023-02-06,691.94,689.32,700.37,688.19,2019106,2044707875.45,1.76,-0.56,-3.85,0.63
2023-02-07,690.32,693.54,693.95,685.48,2053034,1825214963.86,1.23,0.61,4.22,0.64
2023-02-08,694.09,689.64,695.34,689.18,2090674,2018163828.25,0.89,-0.56,-3.90,0.65
2023-02-09,690.37,723.71,726.90,689.87,5009733,5072668399.85,5.37,4.94,34.07,1.57
2023-02-10,722.66,718.57,725.79,714.29,3382946,3451546677.30,1.59,-0.71,-5.14,1.06
2023-02-13,724.74,732.65,741.90,724.74,4236315,4171527056.34,2.39,1.96,14.08,1.33
2023-02-14,731.68,730.14,735.29,727.41,2763646,2933171957.79,1.08,-0.34,-2.51,0.86
2023-02-15,730.30,726.39,730.30,722.89,2435779,2542615522.97,1.01,-0.51,-3.75,0.76
2023-02-16,726.76,706.60,726.76,700.16,3028553,2997269123.03,3.66,-2.72,-19.79,0.95
2023-02-17,706.37,709.78,714.42,701.09,2363743,2275577685.63,1.89,0.45,3.18,0.74
2023-02-20,707.62,710.45,710.82,699.94,2341145,2094012025.53,1.53,0.09,0.67,0.73
2023-02-21,709.19,715.89,720.59,707.78,2224651,2091350568.84,1.80,0.77,5.44,0.70
2023-02-22,713.00,716.14,719.45,711.84,1874679,1880106362.96,1.06,0.03,0.25,0.59
2023-02-23,716.24,711.73,719.86,708.76,1913532,1840401779.55,1.55,-0.62,-4.41,0.60
2023-02-24,711.28,724.06,733.60,711.28,4515565,4701678199.31,3.14,1.73,12.33,1.41
2023-02-27,722.63,721.78,730.83,717.51,2966971,3201604538.92,1.84,-0.31,-2.28,0.93
2023-02-28,722.41,722.25,725.36,713.17,2269727,2541657911.76,1.69,0.07,0.47,0.71
2023-03-01,720.67,724.49,724.71,715.54,2726460,2819737374.40,1.27,0.31,2.24,0.85
2023-03-02,724.11,739.43,742.49,723.83,4883632,5077732799.79,2.58,2.06,14.94,1.53
2023-03-03,738.33,763.92,768.04,733.05,6975332,7697086064.36,4.73,3.31,24.49,2.18
