2017-01-03,4.11,4.12,4.12,4.08,64500,27869464.00,0.98,0.98,0.04,0.20
2017-01-04,4.12,4.16,4.16,4.09,103536,45013677.00,1.70,0.97,0.04,0.32
2017-01-05,4.15,4.13,4.16,4.12,78082,34041034.00,0.96,-0.72,-0.03,0.24
2017-01-06,4.12,4.11,4.14,4.11,58000,25185127.00,0.73,-0.48,-0.02,0.18
2017-01-09,4.12,4.15,4.17,4.10,110098,48018874.00,1.70,0.97,0.04,0.34
2017-01-10,4.14,4.10,4.14,4.09,105971,45898042.00,1.20,-1.20,-0.05,0.33
2017-01-11,4.10,4.08,4.12,4.07,63724,27496880.00,1.22,-0.49,-0.02,0.20
2017-01-12,4.08,4.06,4.09,4.05,62465,26799985.00,0.98,-0.49,-0.02,0.19
2017-01-13,4.06,4.03,4.07,4.03,62358,26586517.00,0.99,-0.74,-0.03,0.19
2017-01-16,4.03,3.88,4.03,3.73,141340,58690626.00,7.44,-3.72,-0.15,0.44
2017-01-17,3.88,3.88,3.91,3.78,103037,42005363.00,3.35,0.00,0.00,0.32
2017-01-18,3.87,3.86,3.89,3.83,57993,23678370.00,1.55,-0.52,-0.02,0.18
2017-01-19,3.86,3.85,3.88,3.83,47692,19452145.00,1.30,-0.26,-0.01,0.15
2017-01-20,3.87,3.89,3.91,3.85,56673,23304273.00,1.56,1.04,0.04,0.18
2017-01-23,3.90,3.90,3.93,3.89,82069,33903716.00,1.03,0.26,0.01,0.25
2017-01-24,3.91,3.89,3.91,3.87,58459,23978161.00,1.03,-0.26,-0.01,0.18
2017-01-25,3.87,3.90,3.90,3.86,38987,16021091.00,1.03,0.26,0.01,0.12
2017-01-26,3.90,3.91,3.92,3.89,53095,21917883.00,0.77,0.26,0.01,0.16
2017-02-03,3.92,3.92,3.92,3.89,38417,15837229.00,0.77,0.26,0.01,0.12
2017-02-06,3.91,3.96,3.96,3.90,66573,27618770.00,1.53,1.02,0.04,0.21
2017-02-07,3.95,3.92,3.96,3.91,57710,23920168.00,1.26,-1.01,-0.04,0.18
2017-02-08,3.91,3.91,3.92,3.87,88065,36213508.00,1.28,-0.26,-0.01,0.27
2017-02-09,3.91,3.94,3.94,3.89,90148,37383906.00,1.28,0.77,0.03,0.28
2017-02-10,3.94,3.96,3.96,3.92,95391,39723949.00,1.02,0.51,0.02,0.30
2017-02-13,3.96,4.00,4.02,3.95,146433,61629813.00,1.77,1.01,0.04,0.45
2017-02-14,3.98,3.96,3.99,3.95,86857,36373431.00,1.00,-1.00,-0.04,0.27
2017-02-15,3.97,3.96,4.01,3.96,96054,40315330.00,1.26,0.00,0.00,0.30
2017-02-16,3.96,3.99,4.00,3.93,100421,41976091.00,1.77,0.76,0.03,0.31
2017-02-17,3.98,4.01,4.09,3.97,171917,73058278.00,3.01,0.50,0.02,0.53
2017-02-20,4.01,4.02,4.03,3.98,90083,38030772.00,1.25,0.25,0.01,0.28
2017-02-21,4.02,4.03,4.03,4.00,94966,40243286.00,0.75,0.25,0.01,0.29
2017-02-22,4.04,4.04,4.06,4.02,102785,43732939.00,0.99,0.25,0.01,0.32
2017-02-23,4.03,4.02,4.04,4.00,87430,37017109.00,0.99,-0.50,-0.02,0.27
2017-02-24,4.02,4.01,4.02,3.99,66392,28075670.00,0.75,-0.25,-0.01,0.21
2017-02-27,4.01,3.98,4.02,3.98,82975,35024682.00,1.00,-0.75,-0.03,0.26
2017-02-28,3.98,3.99,4.01,3.98,58387,24594862.00,0.75,0.25,0.01,0.18
2017-03-01,3.99,4.01,4.01,3.98,80013,33768697.00,0.75,0.50,0.02,0.25
2017-03-02,4.01,3.97,4.01,3.97,71066,29923797.00,1.00,-1.00,-0.04,0.22
2017-03-03,3.97,3.99,4.00,3.96,57482,24150598.00,1.01,0.50,0.02,0.18
2017-03-06,3.99,4.02,4.03,3.97,89748,38028098.00,1.50,0.75,0.03,0.28
2017-03-07,4.03,4.03,4.03,4.00,77914,33018552.00,0.75,0.25,0.01,0.24
