2017-02-22,12.44,12.44,12.44,12.44,172,329724.00,0.00,48.10,4.04,0.06
2017-02-23,13.76,13.76,13.76,13.76,42,88578.00,0.00,10.61,1.32,0.01
2017-02-24,15.22,15.22,15.22,15.22,54,125883.00,0.00,10.61,1.46,0.02
2017-02-27,16.82,16.82,16.82,16.82,158,403216.00,0.00,10.51,1.60,0.05
2017-02-28,18.57,18.57,18.57,18.57,231,647014.00,0.00,10.40,1.75,0.08
2017-03-01,20.51,20.51,20.51,20.51,168,518784.00,0.00,10.45,1.94,0.06
2017-03-02,22.64,22.64,22.64,22.64,608,2063779.00,0.00,10.39,2.13,0.20
2017-03-03,24.99,24.99,24.99,24.99,1478,5523286.00,0.00,10.38,2.35,0.49
2017-03-06,27.57,27.57,27.57,27.57,10823,44492613.00,0.00,10.32,2.58,3.61
2017-03-07,30.40,30.40,30.40,30.40,5846,26435160.00,0.00,10.26,2.83,1.95
2017-03-08,33.52,33.52,33.52,33.52,3265,16241503.00,0.00,10.26,3.12,1.09
2017-03-09,34.12,36.41,36.91,33.72,201612,1069336176.00,9.52,8.62,2.89,67.20
2017-03-10,34.39,32.94,34.73,32.93,114727,573522608.00,4.94,-9.53,-3.47,38.24
2017-03-13,32.27,32.56,32.87,30.94,80835,382216192.00,5.86,-1.15,-0.38,26.94
2017-03-14,32.31,32.76,33.91,31.82,71866,352258608.00,6.42,0.61,0.20,23.96
2017-03-15,32.74,32.31,32.74,31.56,50123,238602236.00,3.60,-1.37,-0.45,16.71
2017-03-16,32.35,33.40,33.69,32.32,85035,417936544.00,4.24,3.37,1.09,28.34
2017-03-17,32.84,34.63,34.73,32.69,110682,556287904.00,6.11,3.68,1.23,36.89
2017-03-20,34.06,34.57,34.98,33.71,67106,341173856.00,3.67,-0.17,-0.06,22.37
2017-03-21,34.38,34.84,34.97,34.01,71777,367912784.00,2.78,0.78,0.27,23.93
2017-03-22,34.37,34.95,35.24,34.06,73531,378022912.00,3.39,0.32,0.11,24.51
2017-03-23,34.97,33.17,34.97,31.49,73554,368535456.00,9.96,-5.09,-1.78,24.52
2017-03-24,32.63,33.23,33.65,32.51,40567,200125712.00,3.44,0.18,0.06,13.52
2017-03-27,33.48,33.06,33.48,32.68,29876,146749417.00,2.41,-0.51,-0.17,9.96
2017-03-28,33.01,31.68,33.35,31.63,40959,197699193.00,5.20,-4.17,-1.38,13.65
2017-03-29,31.28,28.88,31.48,28.73,58132,257464014.00,8.68,-8.84,-2.80,19.38
2017-03-30,28.80,27.34,28.80,26.98,46173,190002102.00,6.30,-5.33,-1.54,15.39
